"id","dq_code","dq_name","dq_level","dq_parent"
"1006","231221","望奎县","3","黑龙江省"
"1007","231222","兰西县","3","黑龙江省"
"1008","231223","青冈县","3","黑龙江省"
"1009","231224","庆安县","3","黑龙江省"
"1010","231225","明水县","3","黑龙江省"
"1011","231226","绥棱县","3","黑龙江省"
"1012","231281","安达市","3","黑龙江省"
"1013","231281","安达","3","黑龙江省"
"1014","231282","肇东市","3","黑龙江省"
"1015","231282","肇东","3","黑龙江省"
"1016","231283","海伦市","3","黑龙江省"
"1017","231283","海伦","3","黑龙江省"
"1018","232700","大兴安岭地区","2","黑龙江省"
"1019","232721","呼玛县","3","黑龙江省"
"1020","232722","塔河县","3","黑龙江省"
"1021","232723","漠河县","3","黑龙江省"
"1022","310000","上海市","1","上海市"
"1023","310000","上海","1","上海市"
"1024","310100","市辖区","2","上海市"
"1025","310101","黄浦区","3","上海市"
"1026","310104","徐汇区","3","上海市"
"1027","310105","长宁区","3","上海市"
"1028","310106","静安区","3","上海市"
"1029","310107","普陀区","3","上海市"
"1030","310108","闸北区","3","上海市"
"1031","310109","虹口区","3","上海市"
"1032","310110","杨浦区","3","上海市"
"1033","310112","闵行区","3","上海市"
"1034","310113","宝山区","3","上海市"
"1035","310114","嘉定区","3","上海市"
"1036","310115","浦东新区","3","上海市"
"1037","310116","金山区","3","上海市"
"1038","310117","松江区","3","上海市"
"1039","310118","青浦区","3","上海市"
"1040","310120","奉贤区","3","上海市"
"1041","310230","崇明县","3","上海市"
"1042","320000","江苏省","1","江苏省"
"1043","320100","南京市","2","江苏省"
"1044","320100","南京","2","江苏省"
"1045","320101","市辖区","3","江苏省"
"1046","320102","玄武区","3","江苏省"
"1047","320104","秦淮区","3","江苏省"
"1048","320105","建邺区","3","江苏省"
"1049","320106","鼓楼区","3","江苏省"
"1050","320111","浦口区","3","江苏省"
"1051","320113","栖霞区","3","江苏省"
"1052","320114","雨花台区","3","江苏省"
"1053","320115","江宁区","3","江苏省"
"1054","320116","六合区","3","江苏省"
"1055","320117","溧水区","3","江苏省"
"1056","320118","高淳区","3","江苏省"
"1057","320200","无锡市","2","江苏省"
"1058","320200","无锡","2","江苏省"
"1059","320201","市辖区","3","江苏省"
"1060","320202","崇安区","3","江苏省"
"1061","320203","南长区","3","江苏省"
"1062","320204","北塘区","3","江苏省"
"1063","320205","锡山区","3","江苏省"
"1064","320206","惠山区","3","江苏省"
"1065","320211","滨湖区","3","江苏省"
"1066","320281","江阴市","3","江苏省"
"1067","320281","江阴","3","江苏省"
"1068","320282","宜兴市","3","江苏省"
"1069","320282","宜兴","3","江苏省"
"1070","320300","徐州市","2","江苏省"
"1071","320300","徐州","2","江苏省"
"1072","320301","市辖区","3","江苏省"
"1073","320302","鼓楼区","3","江苏省"
"1074","320303","云龙区","3","江苏省"
"1075","320305","贾汪区","3","江苏省"
"1076","320311","泉山区","3","江苏省"
"1077","320312","铜山区","3","江苏省"
"1078","320321","丰县","3","江苏省"
"1079","320322","沛县","3","江苏省"
"1080","320324","睢宁县","3","江苏省"
"1081","320381","新沂市","3","江苏省"
"1082","320381","新沂","3","江苏省"
"1083","320382","邳州市","3","江苏省"
"1084","320382","邳州","3","江苏省"
"1085","320400","常州市","2","江苏省"
"1086","320400","常州","2","江苏省"
"1087","320401","市辖区","3","江苏省"
"1088","320402","天宁区","3","江苏省"
"1089","320404","钟楼区","3","江苏省"
"1090","320405","戚墅堰区","3","江苏省"
"1091","320411","新北区","3","江苏省"
"1092","320412","武进区","3","江苏省"
"1093","320481","溧阳市","3","江苏省"
"1094","320481","溧阳","3","江苏省"
"1095","320482","金坛市","3","江苏省"
"1096","320482","金坛","3","江苏省"
"1097","320500","苏州市","2","江苏省"
"1098","320500","苏州","2","江苏省"
"1099","320501","市辖区","3","江苏省"
"1100","320505","虎丘区","3","江苏省"
"1101","320506","吴中区","3","江苏省"
"1102","320507","相城区","3","江苏省"
"1103","320508","姑苏区","3","江苏省"
"1104","320509","吴江区","3","江苏省"
"1105","320581","常熟市","3","江苏省"
"1106","320581","常熟","3","江苏省"
"1107","320582","张家港市","3","江苏省"
"1108","320582","张家港","3","江苏省"
"1109","320583","昆山市","3","江苏省"
"1110","320583","昆山","3","江苏省"
"1111","320585","太仓市","3","江苏省"
"1112","320585","太仓","3","江苏省"
"1113","320600","南通市","2","江苏省"
"1114","320600","南通","2","江苏省"
"1115","320601","市辖区","3","江苏省"
"1116","320602","崇川区","3","江苏省"
"1117","320611","港闸区","3","江苏省"
"1118","320612","通州区","3","江苏省"
"1119","320621","海安县","3","江苏省"
"1120","320623","如东县","3","江苏省"
"1121","320681","启东市","3","江苏省"
"1122","320681","启东","3","江苏省"
"1123","320682","如皋市","3","江苏省"
"1124","320682","如皋","3","江苏省"
"1125","320684","海门市","3","江苏省"
"1126","320684","海门","3","江苏省"
"1127","320700","连云港市","2","江苏省"
"1128","320700","连云港","2","江苏省"
"1129","320701","市辖区","3","江苏省"
"1130","320703","连云区","3","江苏省"
"1131","320706","海州区","3","江苏省"
"1132","320707","赣榆区","3","江苏省"
"1133","320722","东海县","3","江苏省"
"1134","320723","灌云县","3","江苏省"
"1135","320724","灌南县","3","江苏省"
"1136","320800","淮安市","2","江苏省"
"1137","320800","淮安","2","江苏省"
"1138","320801","市辖区","3","江苏省"
"1139","320802","清河区","3","江苏省"
"1140","320803","淮安区","3","江苏省"
"1141","320804","淮阴区","3","江苏省"
"1142","320811","清浦区","3","江苏省"
"1143","320826","涟水县","3","江苏省"
"1144","320829","洪泽县","3","江苏省"
"1145","320830","盱眙县","3","江苏省"
"1146","320831","金湖县","3","江苏省"
"1147","320900","盐城市","2","江苏省"
"1148","320900","盐城","2","江苏省"
"1149","320901","市辖区","3","江苏省"
"1150","320902","亭湖区","3","江苏省"
"1151","320903","盐都区","3","江苏省"
"1152","320921","响水县","3","江苏省"
"1153","320922","滨海县","3","江苏省"
"1154","320923","阜宁县","3","江苏省"
"1155","320924","射阳县","3","江苏省"
"1156","320925","建湖县","3","江苏省"
"1157","320981","东台市","3","江苏省"
"1158","320981","东台","3","江苏省"
"1159","320982","大丰市","3","江苏省"
"1160","320982","大丰","3","江苏省"
"1161","321000","扬州市","2","江苏省"
"1162","321000","扬州","2","江苏省"
"1163","321001","市辖区","3","江苏省"
"1164","321002","广陵区","3","江苏省"
"1165","321003","邗江区","3","江苏省"
"1166","321012","江都区","3","江苏省"
"1167","321023","宝应县","3","江苏省"
"1168","321081","仪征市","3","江苏省"
"1169","321081","仪征","3","江苏省"
"1170","321084","高邮市","3","江苏省"
"1171","321084","高邮","3","江苏省"
"1172","321100","镇江市","2","江苏省"
"1173","321100","镇江","2","江苏省"
"1174","321101","市辖区","3","江苏省"
"1175","321102","京口区","3","江苏省"
"1176","321111","润州区","3","江苏省"
"1177","321112","丹徒区","3","江苏省"
"1178","321181","丹阳市","3","江苏省"
"1179","321181","丹阳","3","江苏省"
"1180","321182","扬中市","3","江苏省"
"1181","321182","扬中","3","江苏省"
"1182","321183","句容市","3","江苏省"
"1183","321183","句容","3","江苏省"
"1184","321200","泰州市","2","江苏省"
"1185","321200","泰州","2","江苏省"
"1186","321201","市辖区","3","江苏省"
"1187","321202","海陵区","3","江苏省"
"1188","321203","高港区","3","江苏省"
"1189","321204","姜堰区","3","江苏省"
"1190","321281","兴化市","3","江苏省"
"1191","321281","兴化","3","江苏省"
"1192","321282","靖江市","3","江苏省"
"1193","321282","靖江","3","江苏省"
"1194","321283","泰兴市","3","江苏省"
"1195","321283","泰兴","3","江苏省"
"1196","321300","宿迁市","2","江苏省"
"1197","321300","宿迁","2","江苏省"
"1198","321301","市辖区","3","江苏省"
"1199","321302","宿城区","3","江苏省"
"1200","321311","宿豫区","3","江苏省"
"1201","321322","沭阳县","3","江苏省"
"1202","321323","泗阳县","3","江苏省"
"1203","321324","泗洪县","3","江苏省"
"1204","330000","浙江省","1","浙江省"
"1205","330100","杭州市","2","浙江省"
"1206","330100","杭州","2","浙江省"
"1207","330101","市辖区","3","浙江省"
"1208","330102","上城区","3","浙江省"
"1209","330103","下城区","3","浙江省"
"1210","330104","江干区","3","浙江省"
"1211","330105","拱墅区","3","浙江省"
"1212","330106","西湖区","3","浙江省"
"1213","330108","滨江区","3","浙江省"
"1214","330109","萧山区","3","浙江省"
"1215","330110","余杭区","3","浙江省"
"1216","330122","桐庐县","3","浙江省"
"1217","330127","淳安县","3","浙江省"
"1218","330182","建德市","3","浙江省"
"1219","330182","建德","3","浙江省"
"1220","330183","富阳市","3","浙江省"
"1221","330183","富阳","3","浙江省"
"1222","330185","临安市","3","浙江省"
"1223","330185","临安","3","浙江省"
"1224","330200","宁波市","2","浙江省"
"1225","330200","宁波","2","浙江省"
"1226","330201","市辖区","3","浙江省"
"1227","330203","海曙区","3","浙江省"
"1228","330204","江东区","3","浙江省"
"1229","330205","江北区","3","浙江省"
"1230","330206","北仑区","3","浙江省"
"1231","330211","镇海区","3","浙江省"
"1232","330212","鄞州区","3","浙江省"
"1233","330225","象山县","3","浙江省"
"1234","330226","宁海县","3","浙江省"
"1235","330281","余姚市","3","浙江省"
"1236","330281","余姚","3","浙江省"
"1237","330282","慈溪市","3","浙江省"
"1238","330282","慈溪","3","浙江省"
"1239","330283","奉化市","3","浙江省"
"1240","330283","奉化","3","浙江省"
"1241","330300","温州市","2","浙江省"
"1242","330300","温州","2","浙江省"
"1243","330301","市辖区","3","浙江省"
"1244","330302","鹿城区","3","浙江省"
"1245","330303","龙湾区","3","浙江省"
"1246","330304","瓯海区","3","浙江省"
"1247","330322","洞头县","3","浙江省"
"1248","330324","永嘉县","3","浙江省"
"1249","330326","平阳县","3","浙江省"
"1250","330327","苍南县","3","浙江省"
"1251","330328","文成县","3","浙江省"
"1252","330329","泰顺县","3","浙江省"
"1253","330381","瑞安市","3","浙江省"
"1254","330381","瑞安","3","浙江省"
"1255","330382","乐清市","3","浙江省"
"1256","330382","乐清","3","浙江省"
"1257","330400","嘉兴市","2","浙江省"
"1258","330400","嘉兴","2","浙江省"
"1259","330401","市辖区","3","浙江省"
"1260","330402","南湖区","3","浙江省"
"1261","330411","秀洲区","3","浙江省"
"1262","330421","嘉善县","3","浙江省"
"1263","330424","海盐县","3","浙江省"
"1264","330481","海宁市","3","浙江省"
"1265","330481","海宁","3","浙江省"
"1266","330482","平湖市","3","浙江省"
"1267","330482","平湖","3","浙江省"
"1268","330483","桐乡市","3","浙江省"
"1269","330483","桐乡","3","浙江省"
"1270","330500","湖州市","2","浙江省"
"1271","330500","湖州","2","浙江省"
"1272","330501","市辖区","3","浙江省"
"1273","330502","吴兴区","3","浙江省"
"1274","330503","南浔区","3","浙江省"
"1275","330521","德清县","3","浙江省"
"1276","330522","长兴县","3","浙江省"
"1277","330523","安吉县","3","浙江省"
"1278","330600","绍兴市","2","浙江省"
"1279","330600","绍兴","2","浙江省"
"1280","330601","市辖区","3","浙江省"
"1281","330602","越城区","3","浙江省"
"1282","330603","柯桥区","3","浙江省"
"1283","330604","上虞区","3","浙江省"
"1284","330624","新昌县","3","浙江省"
"1285","330681","诸暨市","3","浙江省"
"1286","330681","诸暨","3","浙江省"
"1287","330683","嵊州市","3","浙江省"
"1288","330683","嵊州","3","浙江省"
"1289","330700","金华市","2","浙江省"
"1290","330700","金华","2","浙江省"
"1291","330701","市辖区","3","浙江省"
"1292","330702","婺城区","3","浙江省"
"1293","330703","金东区","3","浙江省"
"1294","330723","武义县","3","浙江省"
"1295","330726","浦江县","3","浙江省"
"1296","330727","磐安县","3","浙江省"
"1297","330781","兰溪市","3","浙江省"
"1298","330781","兰溪","3","浙江省"
"1299","330782","义乌市","3","浙江省"
"1300","330782","义乌","3","浙江省"
"1301","330783","东阳市","3","浙江省"
"1302","330783","东阳","3","浙江省"
"1303","330784","永康市","3","浙江省"
"1304","330784","永康","3","浙江省"
"1305","330800","衢州市","2","浙江省"
"1306","330800","衢州","2","浙江省"
"1307","330801","市辖区","3","浙江省"
"1308","330802","柯城区","3","浙江省"
"1309","330803","衢江区","3","浙江省"
"1310","330822","常山县","3","浙江省"
"1311","330824","开化县","3","浙江省"
"1312","330825","龙游县","3","浙江省"
"1313","330881","江山市","3","浙江省"
"1314","330881","江山","3","浙江省"
"1315","330900","舟山市","2","浙江省"
"1316","330900","舟山","2","浙江省"
"1317","330901","市辖区","3","浙江省"
"1318","330902","定海区","3","浙江省"
"1319","330903","普陀区","3","浙江省"
"1320","330921","岱山县","3","浙江省"
"1321","330922","嵊泗县","3","浙江省"
"1322","331000","台州市","2","浙江省"
"1323","331000","台州","2","浙江省"
"1324","331001","市辖区","3","浙江省"
"1325","331002","椒江区","3","浙江省"
"1326","331003","黄岩区","3","浙江省"
"1327","331004","路桥区","3","浙江省"
"1328","331021","玉环县","3","浙江省"
"1329","331022","三门县","3","浙江省"
"1330","331023","天台县","3","浙江省"
"1331","331024","仙居县","3","浙江省"
"1332","331081","温岭市","3","浙江省"
"1333","331081","温岭","3","浙江省"
"1334","331082","临海市","3","浙江省"
"1335","331082","临海","3","浙江省"
"1336","331100","丽水市","2","浙江省"
"1337","331100","丽水","2","浙江省"
"1338","331101","市辖区","3","浙江省"
"1339","331102","莲都区","3","浙江省"
"1340","331121","青田县","3","浙江省"
"1341","331122","缙云县","3","浙江省"
"1342","331123","遂昌县","3","浙江省"
"1343","331124","松阳县","3","浙江省"
"1344","331125","云和县","3","浙江省"
"1345","331126","庆元县","3","浙江省"
"1346","331127","景宁畲族自治县","3","浙江省"
"1347","331181","龙泉市","3","浙江省"
"1348","331181","龙泉","3","浙江省"
"1349","340000","安徽省","1","安徽省"
"1350","340100","合肥市","2","安徽省"
"1351","340100","合肥","2","安徽省"
"1352","340101","市辖区","3","安徽省"
"1353","340102","瑶海区","3","安徽省"
"1354","340103","庐阳区","3","安徽省"
"1355","340104","蜀山区","3","安徽省"
"1356","340111","包河区","3","安徽省"
"1357","340121","长丰县","3","安徽省"
"1358","340122","肥东县","3","安徽省"
"1359","340123","肥西县","3","安徽省"
"1360","340124","庐江县","3","安徽省"
"1361","340181","巢湖市","3","安徽省"
"1362","340181","巢湖","3","安徽省"
"1363","340200","芜湖市","2","安徽省"
"1364","340200","芜湖","2","安徽省"
"1365","340201","市辖区","3","安徽省"
"1366","340202","镜湖区","3","安徽省"
"1367","340203","弋江区","3","安徽省"
"1368","340207","鸠江区","3","安徽省"
"1369","340208","三山区","3","安徽省"
"1370","340221","芜湖县","3","安徽省"
"1371","340222","繁昌县","3","安徽省"
"1372","340223","南陵县","3","安徽省"
"1373","340225","无为县","3","安徽省"
"1374","340300","蚌埠市","2","安徽省"
"1375","340300","蚌埠","2","安徽省"
"1376","340301","市辖区","3","安徽省"
"1377","340302","龙子湖区","3","安徽省"
"1378","340303","蚌山区","3","安徽省"
"1379","340304","禹会区","3","安徽省"
"1380","340311","淮上区","3","安徽省"
"1381","340321","怀远县","3","安徽省"
"1382","340322","五河县","3","安徽省"
"1383","340323","固镇县","3","安徽省"
"1384","340400","淮南市","2","安徽省"
"1385","340400","淮南","2","安徽省"
"1386","340401","市辖区","3","安徽省"
"1387","340402","大通区","3","安徽省"
"1388","340403","田家庵区","3","安徽省"
"1389","340404","谢家集区","3","安徽省"
"1390","340405","八公山区","3","安徽省"
"1391","340406","潘集区","3","安徽省"
"1392","340421","凤台县","3","安徽省"
"1393","340500","马鞍山市","2","安徽省"
"1394","340500","马鞍山","2","安徽省"
"1395","340501","市辖区","3","安徽省"
"1396","340503","花山区","3","安徽省"
"1397","340504","雨山区","3","安徽省"
"1398","340506","博望区","3","安徽省"
"1399","340521","当涂县","3","安徽省"
"1400","340522","含山县","3","安徽省"
"1401","340523","和县","3","安徽省"
"1402","340600","淮北市","2","安徽省"
"1403","340600","淮北","2","安徽省"
"1404","340601","市辖区","3","安徽省"
"1405","340602","杜集区","3","安徽省"
"1406","340603","相山区","3","安徽省"
"1407","340604","烈山区","3","安徽省"
"1408","340621","濉溪县","3","安徽省"
"1409","340700","铜陵市","2","安徽省"
"1410","340700","铜陵","2","安徽省"
"1411","340701","市辖区","3","安徽省"
"1412","340702","铜官山区","3","安徽省"
"1413","340703","狮子山区","3","安徽省"
"1414","340711","郊区","3","安徽省"
"1415","340721","铜陵县","3","安徽省"
"1416","340800","安庆市","2","安徽省"
"1417","340800","安庆","2","安徽省"
"1418","340801","市辖区","3","安徽省"
"1419","340802","迎江区","3","安徽省"
"1420","340803","大观区","3","安徽省"
"1421","340811","宜秀区","3","安徽省"
"1422","340822","怀宁县","3","安徽省"
"1423","340823","枞阳县","3","安徽省"
"1424","340824","潜山县","3","安徽省"
"1425","340825","太湖县","3","安徽省"
"1426","340826","宿松县","3","安徽省"
"1427","340827","望江县","3","安徽省"
"1428","340828","岳西县","3","安徽省"
"1429","340881","桐城市","3","安徽省"
"1430","340881","桐城","3","安徽省"
"1431","341000","黄山市","2","安徽省"
"1432","341000","黄山","2","安徽省"
"1433","341001","市辖区","3","安徽省"
"1434","341002","屯溪区","3","安徽省"
"1435","341003","黄山区","3","安徽省"
"1436","341004","徽州区","3","安徽省"
"1437","341021","歙县","3","安徽省"
"1438","341022","休宁县","3","安徽省"
"1439","341023","黟县","3","安徽省"
"1440","341024","祁门县","3","安徽省"
"1441","341100","滁州市","2","安徽省"
"1442","341100","滁州","2","安徽省"
"1443","341101","市辖区","3","安徽省"
"1444","341102","琅琊区","3","安徽省"
"1445","341103","南谯区","3","安徽省"
"1446","341122","来安县","3","安徽省"
"1447","341124","全椒县","3","安徽省"
"1448","341125","定远县","3","安徽省"
"1449","341126","凤阳县","3","安徽省"
"1450","341181","天长市","3","安徽省"
"1451","341181","天长","3","安徽省"
"1452","341182","明光市","3","安徽省"
"1453","341182","明光","3","安徽省"
"1454","341200","阜阳市","2","安徽省"
"1455","341200","阜阳","2","安徽省"
"1456","341201","市辖区","3","安徽省"
"1457","341202","颍州区","3","安徽省"
"1458","341203","颍东区","3","安徽省"
"1459","341204","颍泉区","3","安徽省"
"1460","341221","临泉县","3","安徽省"
"1461","341222","太和县","3","安徽省"
"1462","341225","阜南县","3","安徽省"
"1463","341226","颍上县","3","安徽省"
"1464","341282","界首市","3","安徽省"
"1465","341282","界首","3","安徽省"
"1466","341300","宿州市","2","安徽省"
"1467","341300","宿州","2","安徽省"
"1468","341301","市辖区","3","安徽省"
"1469","341302","埇桥区","3","安徽省"
"1470","341321","砀山县","3","安徽省"
"1471","341322","萧县","3","安徽省"
"1472","341323","灵璧县","3","安徽省"
"1473","341324","泗县","3","安徽省"
"1474","341500","六安市","2","安徽省"
"1475","341500","六安","2","安徽省"
"1476","341501","市辖区","3","安徽省"
"1477","341502","金安区","3","安徽省"
"1478","341503","裕安区","3","安徽省"
"1479","341521","寿县","3","安徽省"
"1480","341522","霍邱县","3","安徽省"
"1481","341523","舒城县","3","安徽省"
"1482","341524","金寨县","3","安徽省"
"1483","341525","霍山县","3","安徽省"
"1484","341600","亳州市","2","安徽省"
"1485","341600","亳州","2","安徽省"
"1486","341601","市辖区","3","安徽省"
"1487","341602","谯城区","3","安徽省"
"1488","341621","涡阳县","3","安徽省"
"1489","341622","蒙城县","3","安徽省"
"1490","341623","利辛县","3","安徽省"
"1491","341700","池州市","2","安徽省"
"1492","341700","池州","2","安徽省"
"1493","341701","市辖区","3","安徽省"
"1494","341702","贵池区","3","安徽省"
"1495","341721","东至县","3","安徽省"
"1496","341722","石台县","3","安徽省"
"1497","341723","青阳县","3","安徽省"
"1498","341800","宣城市","2","安徽省"
"1499","341800","宣城","2","安徽省"
"1500","341801","市辖区","3","安徽省"
"1501","341802","宣州区","3","安徽省"
"1502","341821","郎溪县","3","安徽省"
"1503","341822","广德县","3","安徽省"
"1504","341823","泾县","3","安徽省"
"1505","341824","绩溪县","3","安徽省"
"1506","341825","旌德县","3","安徽省"
"1507","341881","宁国市","3","安徽省"
"1508","341881","宁国","3","安徽省"
"1509","350000","福建省","1","福建省"
"1510","350100","福州市","2","福建省"
"1511","350100","福州","2","福建省"
"1512","350101","市辖区","3","福建省"
"1513","350102","鼓楼区","3","福建省"
"1514","350103","台江区","3","福建省"
"1515","350104","仓山区","3","福建省"
"1516","350105","马尾区","3","福建省"
"1517","350111","晋安区","3","福建省"
"1518","350121","闽侯县","3","福建省"
"1519","350122","连江县","3","福建省"
"1520","350123","罗源县","3","福建省"
"1521","350124","闽清县","3","福建省"
"1522","350125","永泰县","3","福建省"
"1523","350128","平潭县","3","福建省"
"1524","350181","福清市","3","福建省"
"1525","350181","福清","3","福建省"
"1526","350182","长乐市","3","福建省"
"1527","350182","长乐","3","福建省"
"1528","350200","厦门市","2","福建省"
"1529","350200","厦门","2","福建省"
"1530","350201","市辖区","3","福建省"
"1531","350203","思明区","3","福建省"
"1532","350205","海沧区","3","福建省"
"1533","350206","湖里区","3","福建省"
"1534","350211","集美区","3","福建省"
"1535","350212","同安区","3","福建省"
"1536","350213","翔安区","3","福建省"
"1537","350300","莆田市","2","福建省"
"1538","350300","莆田","2","福建省"
"1539","350301","市辖区","3","福建省"
"1540","350302","城厢区","3","福建省"
"1541","350303","涵江区","3","福建省"
"1542","350304","荔城区","3","福建省"
"1543","350305","秀屿区","3","福建省"
"1544","350322","仙游县","3","福建省"
"1545","350400","三明市","2","福建省"
"1546","350400","三明","2","福建省"
"1547","350401","市辖区","3","福建省"
"1548","350402","梅列区","3","福建省"
"1549","350403","三元区","3","福建省"
"1550","350421","明溪县","3","福建省"
"1551","350423","清流县","3","福建省"
"1552","350424","宁化县","3","福建省"
"1553","350425","大田县","3","福建省"
"1554","350426","尤溪县","3","福建省"
"1555","350427","沙县","3","福建省"
"1556","350428","将乐县","3","福建省"
"1557","350429","泰宁县","3","福建省"
"1558","350430","建宁县","3","福建省"
"1559","350481","永安市","3","福建省"
"1560","350481","永安","3","福建省"
"1561","350500","泉州市","2","福建省"
"1562","350500","泉州","2","福建省"
"1563","350501","市辖区","3","福建省"
"1564","350502","鲤城区","3","福建省"
"1565","350503","丰泽区","3","福建省"
"1566","350504","洛江区","3","福建省"
"1567","350505","泉港区","3","福建省"
"1568","350521","惠安县","3","福建省"
"1569","350524","安溪县","3","福建省"
"1570","350525","永春县","3","福建省"
"1571","350526","德化县","3","福建省"
"1572","350527","金门县","3","福建省"
"1573","350581","石狮市","3","福建省"
"1574","350581","石狮","3","福建省"
"1575","350582","晋江市","3","福建省"
"1576","350582","晋江","3","福建省"
"1577","350583","南安市","3","福建省"
"1578","350583","南安","3","福建省"
"1579","350600","漳州市","2","福建省"
"1580","350600","漳州","2","福建省"
"1581","350601","市辖区","3","福建省"
"1582","350602","芗城区","3","福建省"
"1583","350603","龙文区","3","福建省"
"1584","350622","云霄县","3","福建省"
"1585","350623","漳浦县","3","福建省"
"1586","350624","诏安县","3","福建省"
"1587","350625","长泰县","3","福建省"
"1588","350626","东山县","3","福建省"
"1589","350627","南靖县","3","福建省"
"1590","350628","平和县","3","福建省"
"1591","350629","华安县","3","福建省"
"1592","350681","龙海市","3","福建省"
"1593","350681","龙海","3","福建省"
"1594","350700","南平市","2","福建省"
"1595","350700","南平","2","福建省"
"1596","350701","市辖区","3","福建省"
"1597","350702","延平区","3","福建省"
"1598","350721","顺昌县","3","福建省"
"1599","350722","浦城县","3","福建省"
"1600","350723","光泽县","3","福建省"
"1601","350724","松溪县","3","福建省"
"1602","350725","政和县","3","福建省"
"1603","350781","邵武市","3","福建省"
"1604","350781","邵武","3","福建省"
"1605","350782","武夷山市","3","福建省"
"1606","350782","武夷山","3","福建省"
"1607","350783","建瓯市","3","福建省"
"1608","350783","建瓯","3","福建省"
"1609","350784","建阳市","3","福建省"
"1610","350784","建阳","3","福建省"
"1611","350800","龙岩市","2","福建省"
"1612","350800","龙岩","2","福建省"
"1613","350801","市辖区","3","福建省"
"1614","350802","新罗区","3","福建省"
"1615","350821","长汀县","3","福建省"
"1616","350822","永定县","3","福建省"
"1617","350823","上杭县","3","福建省"
"1618","350824","武平县","3","福建省"
"1619","350825","连城县","3","福建省"
"1620","350881","漳平市","3","福建省"
"1621","350881","漳平","3","福建省"
"1622","350900","宁德市","2","福建省"
"1623","350900","宁德","2","福建省"
"1624","350901","市辖区","3","福建省"
"1625","350902","蕉城区","3","福建省"
"1626","350921","霞浦县","3","福建省"
"1627","350922","古田县","3","福建省"
"1628","350923","屏南县","3","福建省"
"1629","350924","寿宁县","3","福建省"
"1630","350925","周宁县","3","福建省"
"1631","350926","柘荣县","3","福建省"
"1632","350981","福安市","3","福建省"
"1633","350981","福安","3","福建省"
"1634","350982","福鼎市","3","福建省"
"1635","350982","福鼎","3","福建省"
"1636","360000","江西省","1","江西省"
"1637","360100","南昌市","2","江西省"
"1638","360100","南昌","2","江西省"
"1639","360101","市辖区","3","江西省"
"1640","360102","东湖区","3","江西省"
"1641","360103","西湖区","3","江西省"
"1642","360104","青云谱区","3","江西省"
"1643","360105","湾里区","3","江西省"
"1644","360111","青山湖区","3","江西省"
"1645","360121","南昌县","3","江西省"
"1646","360122","新建县","3","江西省"
"1647","360123","安义县","3","江西省"
"1648","360124","进贤县","3","江西省"
"1649","360200","景德镇市","2","江西省"
"1650","360200","景德镇","2","江西省"
"1651","360201","市辖区","3","江西省"
"1652","360202","昌江区","3","江西省"
"1653","360203","珠山区","3","江西省"
"1654","360222","浮梁县","3","江西省"
"1655","360281","乐平市","3","江西省"
"1656","360281","乐平","3","江西省"
"1657","360300","萍乡市","2","江西省"
"1658","360300","萍乡","2","江西省"
"1659","360301","市辖区","3","江西省"
"1660","360302","安源区","3","江西省"
"1661","360313","湘东区","3","江西省"
"1662","360321","莲花县","3","江西省"
"1663","360322","上栗县","3","江西省"
"1664","360323","芦溪县","3","江西省"
"1665","360400","九江市","2","江西省"
"1666","360400","九江","2","江西省"
"1667","360401","市辖区","3","江西省"
"1668","360402","庐山区","3","江西省"
"1669","360403","浔阳区","3","江西省"
"1670","360421","九江县","3","江西省"
"1671","360423","武宁县","3","江西省"
"1672","360424","修水县","3","江西省"
"1673","360425","永修县","3","江西省"
"1674","360426","德安县","3","江西省"
"1675","360427","星子县","3","江西省"
"1676","360428","都昌县","3","江西省"
"1677","360429","湖口县","3","江西省"
"1678","360430","彭泽县","3","江西省"
"1679","360481","瑞昌市","3","江西省"
"1680","360481","瑞昌","3","江西省"
"1681","360482","共青城市","3","江西省"
"1682","360482","共青城","3","江西省"
"1683","360500","新余市","2","江西省"
"1684","360500","新余","2","江西省"
"1685","360501","市辖区","3","江西省"
"1686","360502","渝水区","3","江西省"
"1687","360521","分宜县","3","江西省"
"1688","360600","鹰潭市","2","江西省"
"1689","360600","鹰潭","2","江西省"
"1690","360601","市辖区","3","江西省"
"1691","360602","月湖区","3","江西省"
"1692","360622","余江县","3","江西省"
"1693","360681","贵溪市","3","江西省"
"1694","360681","贵溪","3","江西省"
"1695","360700","赣州市","2","江西省"
"1696","360700","赣州","2","江西省"
"1697","360701","市辖区","3","江西省"
"1698","360702","章贡区","3","江西省"
"1699","360703","南康区","3","江西省"
"1700","360721","赣县","3","江西省"
"1701","360722","信丰县","3","江西省"
"1702","360723","大余县","3","江西省"
"1703","360724","上犹县","3","江西省"
"1704","360725","崇义县","3","江西省"
"1705","360726","安远县","3","江西省"
"1706","360727","龙南县","3","江西省"
"1707","360728","定南县","3","江西省"
"1708","360729","全南县","3","江西省"
"1709","360730","宁都县","3","江西省"
"1710","360731","于都县","3","江西省"
"1711","360732","兴国县","3","江西省"
"1712","360733","会昌县","3","江西省"
"1713","360734","寻乌县","3","江西省"
"1714","360735","石城县","3","江西省"
"1715","360781","瑞金市","3","江西省"
"1716","360781","瑞金","3","江西省"
"1717","360800","吉安市","2","江西省"
"1718","360800","吉安","2","江西省"
"1719","360801","市辖区","3","江西省"
